year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
1,1356,Taracumbi,Unburnt,Bobov,Pantropical,188,153.8,2,1.9,0.304521484,9.75,5.25,NA,0,None,No
2,1357,Taracumbi,Unburnt,Aexce,Pantropical,127.5,152.8,1.8,2.3,0.406139323,10,10,NA,0,None,No
1,1357,Taracumbi,Unburnt,Aexce,Pantropical,144.5,127.5,1.3,1.8,0.406139323,10,10,NA,0,Epicormic,No
2,1358,Shark Bay A,Unburnt,Tferd,Pantropical,414.5,424,3.4,3.3,0.296425781,10,0,NA,0,None,No
1,1358,Shark Bay A,Unburnt,Tferd,Pantropical,417.8,414.5,3.2,3.4,0.296425781,10,0,NA,0,None,No
1,1359,Shark Bay A,Unburnt,Bobov,Pantropical,324.7,325.8,4.4,4.3,0.466889076,0.9,0.1,NA,0,None,No
2,1359,Shark Bay A,Unburnt,Bobov,Pantropical,325.8,324,4.3,4.5,0.466889076,0.9,0.1,NA,0,None,No
2,1360,Taracumbi,Unburnt,Etetr,Eucalypt,79.5,83,NA,0.7,0.385960286,8,2,NA,0,Both,No
1,1360,Taracumbi,Unburnt,Etetr,Eucalypt,133.5,79.5,NA,NA,0.385960286,8,2,NA,0,None,No
1,1361,Shark Bay A,Unburnt,Aexce,Pantropical,367.1,418,2.2,2.9,0.531202891,5,0,NA,0,None,No
2,1361,Shark Bay A,Unburnt,Aexce,Pantropical,418,125.5,2.9,0.5,0.531202891,5,0,NA,0,Both,No
2,1362,Shark Bay A,Unburnt,Echlo,Pantropical,44.8,71.8,NA,0.9,0.191482919,0,10,NA,0,None,No
1,1362,Shark Bay A,Unburnt,Echlo,Pantropical,52.5,44.8,NA,NA,0.191482919,0,10,NA,0,None,No
2,1363,Shark Bay A,Unburnt,Echlo,Pantropical,155.5,188.3,1.9,2.2,0.291152344,0,1,NA,0,None,No
1,1363,Shark Bay A,Unburnt,Echlo,Pantropical,193.6,155.5,2.4,1.9,0.291152344,0,1,NA,0,None,No
2,1366,Shark Bay A,Unburnt,Etetr,Eucalypt,200.6,245,1.6,2,0.447447917,0.05,0.95,NA,0,None,No
1,1366,Shark Bay A,Unburnt,Etetr,Eucalypt,231.6,200.6,1.6,1.6,0.447447917,0.05,0.95,NA,0,None,No
1,1367,Shark Bay A,Unburnt,Tferd,Pantropical,144.3,156.5,1.9,2.1,0.391894531,0,1,NA,0,None,No
2,1367,Shark Bay A,Unburnt,Tferd,Pantropical,156.5,194.5,2.1,2.2,0.391894531,0,1,NA,0,None,No
2,1369,Shark Bay A,Unburnt,Pcare,Pantropical,40.5,76.5,NA,0.4,0.216197917,5,0,NA,0,None,No
1,1369,Shark Bay A,Unburnt,Pcare,Pantropical,42,40.5,NA,NA,0.216197917,5,0,NA,0,None,No
1,1370,Taracumbi,Unburnt,Aexce,Pantropical,94.5,126.5,1.5,NA,0.460035807,2.5,2.5,NA,0,None,No
2,1370,Taracumbi,Unburnt,Aexce,Pantropical,126.5,110,NA,0.8,0.460035807,2.5,2.5,NA,0,None,No
2,1371,Shark Bay A,Unburnt,Bmega,Pantropical,250.6,275,3.8,3.9,0.218249053,10,0,NA,0,None,No
1,1371,Shark Bay A,Unburnt,Bmega,Pantropical,262.4,250.6,3.1,3.8,0.218249053,10,0,NA,0,None,No
1,1372,Taracumbi,Unburnt,Emini,Eucalypt,121,130,1,1.1,0.402037598,25,0,NA,0,Both,No
2,1372,Taracumbi,Unburnt,Emini,Eucalypt,130,228,1.1,1.6,0.402037598,25,0,NA,0,Basal,No
2,1375,Taracumbi,Unburnt,Etetr,Eucalypt,169,190.7,1.1,1,0.218971592,13.5,1.5,NA,0,Basal,No
1,1375,Taracumbi,Unburnt,Etetr,Eucalypt,223,169,1.3,1.1,0.218971592,13.5,1.5,NA,0,Basal,No
1,1376,Shark Bay A,Unburnt,Etetr,Eucalypt,501.6,517,3.4,4.1,0.235097656,0.5,4.5,NA,0,None,No
2,1376,Shark Bay A,Unburnt,Etetr,Eucalypt,517,556.7,4.1,4,0.235097656,0.5,4.5,NA,0,None,No
1,1401,Shark Bay A,Unburnt,Etetr,Eucalypt,71,83.5,NA,NA,0.389869792,3.5,1.5,NA,0,None,No
2,1401,Shark Bay A,Unburnt,Etetr,Eucalypt,83.5,35,NA,NA,0.389869792,3.5,1.5,NA,0,None,No
1,1402,Shark Bay A,Unburnt,Cneso,Eucalypt,70,126,NA,NA,0.30723206,4.5,0.5,NA,0,None,No
2,1402,Shark Bay A,Unburnt,Cneso,Eucalypt,126,129.5,NA,0.6,0.30723206,4.5,0.5,NA,0,None,No
1,1404,Shark Bay A,Unburnt,Aexce,Pantropical,287.4,306.3,2.1,2.3,0.305608582,10,0,NA,0,None,No
2,1404,Shark Bay A,Unburnt,Aexce,Pantropical,306.3,355.5,2.3,2.2,0.305608582,10,0,NA,0,None,No
1,1406,Shark Bay A,Unburnt,Emini,Eucalypt,78.5,107.2,NA,NA,0.476284355,5,0,NA,0,None,No
2,1406,Shark Bay A,Unburnt,Emini,Eucalypt,107.2,74.5,NA,0.3,0.476284355,5,0,NA,0,None,No
1,1407,Shark Bay A,Unburnt,Bobov,Pantropical,223.3,236.2,2.6,2.3,0.456516472,5,0,NA,0,None,No
2,1407,Shark Bay A,Unburnt,Bobov,Pantropical,236.2,234.2,2.3,2.9,0.456516472,5,0,NA,0,None,No
2,1408,Shark Bay A,Unburnt,Emini,Eucalypt,60.5,73.5,NA,0.4,0.611277691,1,0,NA,0,None,No
1,1408,Shark Bay A,Unburnt,Emini,Eucalypt,122.5,60.5,NA,NA,0.611277691,1,0,NA,0,None,No
1,1411,Shark Bay A,Unburnt,Emini,Eucalypt,651.8,660,3.6,4,0.606458333,4,1,NA,0,None,No
2,1411,Shark Bay A,Unburnt,Emini,Eucalypt,660,576.5,4,3.9,0.606458333,4,1,NA,0,None,No
2,1412,Shark Bay A,Unburnt,Echlo,Pantropical,72,100,1.7,2,0.494842614,4.5,0.5,NA,0,None,No
1,1412,Shark Bay A,Unburnt,Echlo,Pantropical,86.5,72,2,1.7,0.494842614,4.5,0.5,NA,0,Basal,No
2,1413,Shark Bay A,Unburnt,Pcare,Pantropical,72,92.5,NA,1,0.140397135,10,0,NA,0,None,No
1,1413,Shark Bay A,Unburnt,Pcare,Pantropical,73,72,2.5,NA,0.140397135,10,0,NA,0,None,No
2,1415,Shark Bay A,Unburnt,Bobov,Pantropical,55.6,33.5,NA,NA,0.578037109,0.7,0.3,NA,0,None,No
1,1415,Shark Bay A,Unburnt,Bobov,Pantropical,57,55.6,1.2,NA,0.578037109,0.7,0.3,NA,0,None,No
2,1420,Shark Bay A,Unburnt,Tferd,Pantropical,133.5,163.6,2,1.7,0.43967422,1,0,NA,0,None,No
1,1420,Shark Bay A,Unburnt,Tferd,Pantropical,171.9,133.5,2,2,0.43967422,1,0,NA,0,None,No
2,1421,Shark Bay A,Unburnt,Emini,Eucalypt,36,46.5,NA,NA,0.537353516,2,3,NA,0,Basal,No
1,1421,Shark Bay A,Unburnt,Emini,Eucalypt,54.5,36,NA,NA,0.537353516,2,3,NA,0,None,No
2,1423,Shark Bay A,Unburnt,Bobov,Pantropical,304.5,321.5,4.5,4.7,0.489438518,3,2,NA,0,None,No
1,1423,Shark Bay A,Unburnt,Bobov,Pantropical,419.8,304.5,4.2,4.5,0.489438518,3,2,NA,0,None,No
1,1425,Shark Bay A,Unburnt,Tferd,Pantropical,75,85,NA,1.1,0.351549479,1,0,NA,0,None,No
2,1425,Shark Bay A,Unburnt,Tferd,Pantropical,85,104.5,1.1,1,0.351549479,1,0,NA,0,None,No
1,1432,Shark Bay A,Unburnt,Tferd,Pantropical,117,120,2,1.7,0.433798828,5,0,NA,0,None,No
2,1432,Shark Bay A,Unburnt,Tferd,Pantropical,120,NA,1.7,NA,0.433798828,5,0,NA,0,None,No
1,1434,Shark Bay A,Unburnt,Etetr,Eucalypt,55.5,58.5,NA,NA,0.67773112,2.5,2.5,NA,0,None,No
2,1434,Shark Bay A,Unburnt,Etetr,Eucalypt,58.5,41.5,NA,NA,0.67773112,2.5,2.5,NA,0,None,No
1,1435,Shark Bay A,Unburnt,Tferd,Pantropical,25,29,NA,NA,0.666236979,3,2,NA,0,None,No
2,1435,Shark Bay A,Unburnt,Tferd,Pantropical,29,41,NA,NA,0.666236979,3,2,NA,0,None,No
1,1437,Shark Bay A,Unburnt,Gheli,Proteaceae,385.7,405.3,4.7,5.1,0.465195312,2,3,NA,0,None,No
2,1437,Shark Bay A,Unburnt,Gheli,Proteaceae,405.3,383.9,5.1,5.3,0.465195312,2,3,NA,0,None,No
2,1439,Shark Bay A,Unburnt,Echlo,Pantropical,269,289.5,4,4.2,0.15201005,5,0,NA,0,None,No
1,1439,Shark Bay A,Unburnt,Echlo,Pantropical,289.6,269,4.2,4,0.15201005,5,0,NA,0,None,No
1,1441,Shark Bay A,Unburnt,Tferd,Pantropical,92,92.5,1.8,1.2,0.407442994,20,0,NA,0,None,No
2,1441,Shark Bay A,Unburnt,Tferd,Pantropical,92.5,117.5,1.2,1.8,0.407442994,20,0,NA,0,None,No
2,1445,Shark Bay A,Unburnt,Echlo,Pantropical,261.3,291.1,5.1,5.1,0.178948568,9.75,5.25,NA,0,None,No
1,1445,Shark Bay A,Unburnt,Echlo,Pantropical,268.7,261.3,4.3,5.1,0.178948568,9.75,5.25,NA,0,None,No
2,1446,Shark Bay A,Unburnt,Cneso,Eucalypt,59.5,31.5,NA,NA,0.4553125,1.5,3.5,NA,0,None,No
1,1446,Shark Bay A,Unburnt,Cneso,Eucalypt,111.5,59.5,NA,NA,0.4553125,1.5,3.5,NA,0,None,No
1,1447,Shark Bay A,Unburnt,Tferd,Pantropical,323.9,336.4,3.2,3.8,0.499698989,4.75,0.25,NA,0,None,No
2,1447,Shark Bay A,Unburnt,Tferd,Pantropical,336.4,351.7,3.8,4.3,0.499698989,4.75,0.25,NA,0,None,No
2,1448,Shark Bay A,Unburnt,Pcare,Pantropical,275.4,273.5,3.8,3.6,0.565289714,0,1,NA,0,None,No
1,1448,Shark Bay A,Unburnt,Pcare,Pantropical,276.5,275.4,3.9,3.8,0.565289714,0,1,NA,0,None,No
1,1449,Shark Bay A,Unburnt,Pcare,Pantropical,226,243.4,2.7,3.3,0.543870443,5,0,NA,0,None,No
2,1449,Shark Bay A,Unburnt,Pcare,Pantropical,243.4,255.6,3.3,3.3,0.543870443,5,0,NA,0,None,No
1,1450,Shark Bay A,Unburnt,Echlo,Pantropical,135.5,138.6,2.1,2.1,0.40655599,0.5,0.5,NA,0,None,No
2,1450,Shark Bay A,Unburnt,Echlo,Pantropical,138.6,172.5,2.1,2.4,0.40655599,0.5,0.5,NA,0,None,No
1,1454,Shark Bay A,Unburnt,Emini,Eucalypt,108,151,NA,NA,0.584828889,0.95,0.05,NA,0,None,No
2,1454,Shark Bay A,Unburnt,Emini,Eucalypt,151,147.5,NA,1.1,0.584828889,0.95,0.05,NA,0,None,No
2,1455,Shark Bay A,Unburnt,Echlo,Pantropical,140,158.4,1.6,1.7,0.381450401,0.5,0.5,NA,0,None,No
1,1455,Shark Bay A,Unburnt,Echlo,Pantropical,154,140,1.7,1.6,0.381450401,0.5,0.5,NA,0,None,No
2,1457,Shark Bay A,Unburnt,Cneso,Eucalypt,580.7,609.2,3.9,4,0.394568377,2.5,2.5,NA,0,None,No
1,1457,Shark Bay A,Unburnt,Cneso,Eucalypt,580.9,580.7,3.9,3.9,0.394568377,2.5,2.5,NA,0,None,No
2,1458,Shark Bay A,Unburnt,Echlo,Pantropical,320.4,337,3.8,3.2,0.535428112,5,0,NA,0,None,No
1,1458,Shark Bay A,Unburnt,Echlo,Pantropical,336.9,320.4,3.7,3.8,0.535428112,5,0,NA,0,None,No
2,1460,Shark Bay A,Unburnt,Alate,Acacia,407.2,420.5,3.8,3.8,0.36202474,5,0,NA,0,None,No
1,1460,Shark Bay A,Unburnt,Alate,Acacia,473,407.2,3.1,3.8,0.36202474,5,0,NA,0,None,No
1,1461,Shark Bay A,Unburnt,Alate,Acacia,60,127,NA,NA,0.383297526,NA,NA,NA,0,None,No
2,1461,Shark Bay A,Unburnt,Alate,Acacia,127,101,NA,0.2,0.383297526,NA,NA,NA,0,None,No
2,1462,Shark Bay A,Unburnt,Pcare,Pantropical,91,113.5,1.2,1.3,0.545515698,0.6,0.4,NA,0,None,No
1,1462,Shark Bay A,Unburnt,Pcare,Pantropical,96,91,1.2,1.2,0.545515698,0.6,0.4,NA,0,None,No
1,1464,Shark Bay A,Unburnt,Etetr,Eucalypt,252.2,279.4,1.6,1.8,0.318652344,2.5,2.5,NA,0,None,No
2,1464,Shark Bay A,Unburnt,Etetr,Eucalypt,279.4,348.4,1.8,2.1,0.318652344,2.5,2.5,NA,0,None,No
1,1465,Shark Bay A,Unburnt,Pcare,Pantropical,333.5,341.5,3.9,5,0.29242513,1,0,NA,0,None,No
2,1465,Shark Bay A,Unburnt,Pcare,Pantropical,341.5,357.6,5,5.2,0.29242513,1,0,NA,0,None,No
2,1466,Shark Bay A,Unburnt,Pcare,Pantropical,316,330.5,5.2,5.1,0.315703125,0,0,NA,0,None,No
1,1466,Shark Bay A,Unburnt,Pcare,Pantropical,NA,316,4.1,5.2,0.315703125,0,0,NA,0,None,No
1,1471,Shark Bay A,Unburnt,Cneso,Eucalypt,61.5,67.5,NA,NA,0.338733724,0,5,NA,0,None,No
2,1471,Shark Bay A,Unburnt,Cneso,Eucalypt,67.5,35,NA,NA,0.338733724,0,5,NA,0,Basal,No
2,1473,Shark Bay A,Unburnt,Etetr,Eucalypt,116,110,NA,0.5,0.382431641,9.5,0.5,NA,0,Epicormic,No
1,1473,Shark Bay A,Unburnt,Etetr,Eucalypt,120,116,NA,NA,0.382431641,9.5,0.5,NA,0,None,No
1,1475,Shark Bay A,Unburnt,Aexce,Pantropical,275,296.5,3.7,3.8,0.530755208,0,0,NA,0,None,No
2,1475,Shark Bay A,Unburnt,Aexce,Pantropical,296.5,305.7,3.8,3.8,0.530755208,0,0,NA,0,None,No
2,1479,Shark Bay A,Unburnt,Echlo,Pantropical,204.8,261,4,3.7,0.318678385,18,2,NA,0,None,No
1,1479,Shark Bay A,Unburnt,Echlo,Pantropical,253.1,204.8,3.5,4,0.318678385,18,2,NA,0,None,No
2,1480,Shark Bay A,Unburnt,Bobov,Pantropical,172,190.3,3.3,3.4,0.57024909,6,4,NA,0,None,No
1,1480,Shark Bay A,Unburnt,Bobov,Pantropical,297.8,172,3.3,3.3,0.57024909,6,4,NA,0,None,No
1,1482,Shark Bay A,Unburnt,Tferd,Pantropical,110.5,110.5,1.9,1.7,0.510031838,0,5,NA,0,None,No
2,1482,Shark Bay A,Unburnt,Tferd,Pantropical,110.5,123.5,1.7,1.8,0.510031838,0,5,NA,0,None,No
1,1483,Shark Bay A,Unburnt,Etetr,Eucalypt,160,170.3,1,1.1,0.564598196,9.5,0.5,NA,0,Epicormic,No
2,1483,Shark Bay A,Unburnt,Etetr,Eucalypt,170.3,144,1.1,1.2,0.564598196,9.5,0.5,NA,0,Epicormic,No
2,1484,Shark Bay A,Unburnt,Bobov,Pantropical,94.5,96.5,1.5,1.9,0.68734375,9.5,0.5,NA,0,None,No
1,1484,Shark Bay A,Unburnt,Bobov,Pantropical,95.5,94.5,1.8,1.5,0.68734375,9.5,0.5,NA,0,None,No
1,1485,Shark Bay A,Unburnt,Gheli,Proteaceae,226.8,244.5,3.1,3.3,0.327630208,2.5,2.5,NA,0,None,No
2,1485,Shark Bay A,Unburnt,Gheli,Proteaceae,244.5,208,3.3,3.5,0.327630208,2.5,2.5,NA,0,None,No
2,1486,Shark Bay A,Unburnt,Etetr,Eucalypt,124,148.5,1,1.1,0.581560188,10,0,NA,0,None,No
1,1486,Shark Bay A,Unburnt,Etetr,Eucalypt,134,124,NA,1,0.581560188,10,0,NA,0,None,No
2,1488,Shark Bay A,Unburnt,Emini,Eucalypt,58.5,51.5,NA,0.4,0.669414668,4.75,0.25,NA,0,None,No
1,1488,Shark Bay A,Unburnt,Emini,Eucalypt,91,58.5,NA,NA,0.669414668,4.75,0.25,NA,0,None,No
1,2200,Imalu,Annual,Gheli,Proteaceae,352,461.5,3.3,4.3,0.221369176,15,35,Yes,170,None,No
2,989,Pikertaramoor,Annual,Etetr,Eucalypt,105,185,NA,1,0.135136719,NA,NA,No,1000,Basal,No
2,2232,Shark Bay C,Annual,Aexce,Pantropical,90,185.6,NA,1.1,0.145168728,24,6,No,300,Basal,No
2,303,Imalu,Annual,Bobov,Pantropical,160,186.6,2.5,2.1,0.269459635,3.2,36.8,No,1200,Basal,No
1,2202,Shark Bay B,Annual,Gheli,Proteaceae,191.5,311.5,NA,3.9,0.325123698,2,3,Yes,0,None,No
2,2202,Shark Bay B,Annual,Gheli,Proteaceae,311.5,360.5,3.9,4.1,0.325123698,2,3,Yes,120,Epicormic,No
2,291,Imalu,Annual,Emini,Eucalypt,366,188.3,3.5,1.1,0.38594401,9,6,No,1800,Basal,No
2,1003,Shark Bay C,Annual,Alate,Acacia,144,189.2,NA,1.2,0.294807943,10.5,4.5,No,350,Basal,No
2,584,Imalu,Annual,Aexce,Pantropical,77,190,NA,1.8,0.166826172,3.75,11.25,No,1200,Basal,No
2,1005,Shark Bay A,Annual,Tferd,Pantropical,159,191,1.9,2.1,0.230302734,19,1,No,120,Basal,No
1,632,Taracumbi,Annual,Cneso,Eucalypt,204.4,191.7,1.4,1.5,0.328620971,30,30,No,330,Basal,No
1,2206,Shark Bay C,Annual,Gheli,Proteaceae,61,55,NA,NA,0.296843015,24,36,Yes,70,Epicormic,No
2,304,Imalu,Annual,Tferd,Pantropical,111,192.1,1,1.9,0.255901693,6,14,No,600,Basal,No
2,257,Imalu,Annual,Echlo,Pantropical,309.5,194.8,4.1,1.8,0.250973307,10.5,4.5,No,1000,Basal,No
2,16,Taracumbi,Annual,Alate,Acacia,163,195,1,1.5,0.299410807,27.5,27.5,No,800,Basal,No
1,2208,Shark Bay C,Annual,Emini,Eucalypt,200.9,148.5,1.2,1,0.374481704,10,10,Yes,175,Basal,No
1,2208,Shark Bay C,Annual,Emini,Eucalypt,200.9,148.5,1.2,1,0.374481704,10,10,Yes,175,Basal,No
2,574,Imalu,Annual,Echlo,Pantropical,125,195.5,2.7,2.3,0.254078776,5,5,No,1000,Basal,No
1,2209,Shark Bay A,Annual,Gheli,Proteaceae,196.2,154.7,1.4,2.2,0.364007161,2.5,2.5,Yes,0,None,No
1,2210,Shark Bay C,Annual,Emini,Eucalypt,67,54,NA,NA,0.34767873,36,4,Yes,0,Epicormic,No
2,2280,Shark Bay C,Annual,Pcare,Pantropical,253,198.5,3.2,1.7,0.381655972,30,0,No,600,Basal,No
1,2211,Shark Bay C,Annual,Emini,Eucalypt,229.5,217.5,1.8,1.5,0.349749349,7.5,7.5,Yes,200,Basal,No
1,2211,Shark Bay C,Annual,Emini,Eucalypt,229.5,217.5,1.8,1.5,0.349749349,7.5,7.5,Yes,200,Basal,No
1,2212,Shark Bay C,Annual,Pcare,Pantropical,136.5,167,3.4,3.5,0.333097067,7.5,42.5,Yes,130,None,No
1,2214,Shark Bay C,Annual,Gheli,Proteaceae,169,199.5,1.7,3.1,0.139151868,18,2,No,380,Epicormic,No
1,585,Taracumbi,Annual,Cneso,Eucalypt,198,199.8,1.1,1.4,0.434566401,20,0,No,500,None,No
1,575,Shark Bay B,Annual,Aexce,Pantropical,225.5,200,1.2,1.1,0.395426432,7.5,7.5,No,300,None,No
2,642,Pikertaramoor,Annual,Gheli,Proteaceae,100,201,4.2,2.1,0.274674479,NA,NA,No,1200,Epicormic,No
2,929,Shark Bay B,Annual,Aexce,Pantropical,149.6,202.5,NA,1.2,0.568039221,9,6,No,300,Basal,No
2,999,Pikertaramoor,Annual,Etetr,Eucalypt,117,202.5,NA,1.5,0.291634115,NA,NA,No,1000,Basal,No
2,567,Imalu,Annual,Aexce,Pantropical,221.5,202.8,2.1,0.7,0.33141276,12,8,No,2000,Basal,No
1,2216,Shark Bay C,Annual,Gheli,Proteaceae,137.5,0,1.4,NA,0.327619325,7.5,17.5,Yes,130,Both,No
2,274,Imalu,Annual,Aexce,Pantropical,140,206,1.2,1.2,0.297449955,2.75,52.25,No,1000,Basal,No
2,926,Shark Bay A,Annual,Aexce,Pantropical,156.6,206,1.3,1.2,0.437587891,9.5,0.5,No,160,Basal,No
2,2218,Shark Bay C,Annual,Emini,Eucalypt,95,208.7,1,1.2,0.179706024,32.5,32.5,No,800,Basal,No
1,2218,Shark Bay C,Annual,Emini,Eucalypt,136.5,95,1,1,0.179706024,32.5,32.5,Yes,50,None,No
2,597,Imalu,Annual,Alate,Acacia,241.8,209,1.7,1.2,0.391334635,5,15,No,800,Basal,No
1,2220,Imalu,Annual,Gheli,Proteaceae,94.5,166.5,1.4,1.8,0.174199219,3.5,31.5,Yes,90,None,No
2,566,Shark Bay B,Annual,Emini,Eucalypt,157.5,210.3,1.1,1.4,0.345195312,4,1,No,280,Basal,No
2,1233,Shark Bay A,Annual,Emini,Eucalypt,198.9,210.5,1.4,1.1,0.325288591,0.75,14.25,No,220,Basal,No
2,1296,Taracumbi,Annual,Gheli,Proteaceae,182.1,211,1.6,1.5,0.297819036,22.5,7.5,No,626,Basal,No
1,947,Shark Bay B,Annual,Tferd,Pantropical,128.5,211.2,2.1,2.5,0.41063151,12,3,No,380,Basal,No
1,2222,Shark Bay C,Annual,Gheli,Proteaceae,79.5,40,NA,NA,0.41195415,3,27,Yes,80,Basal,No
1,2222,Shark Bay C,Annual,Gheli,Proteaceae,79.5,40,NA,NA,0.41195415,3,27,Yes,80,Basal,No
2,2273,Shark Bay C,Annual,Gheli,Proteaceae,133.5,211.5,1.1,1.8,0.208209065,10,10,No,1000,Both,No
2,961,Shark Bay B,Annual,Etetr,Eucalypt,83,211.8,NA,1.1,0.316106771,12.75,2.25,No,160,Basal,No
2,643,Pikertaramoor,Annual,Gheli,Proteaceae,87.5,213,NA,2.5,0.313655599,NA,NA,No,1200,Basal,No
2,528,Imalu,Annual,Tferd,Pantropical,100.5,213.5,1.2,2.2,0.267744141,13.75,11.25,No,850,Basal,No
1,736,Taracumbi,Annual,Aexce,Pantropical,188.4,213.7,1.7,1.7,0.10047526,7.5,7.5,No,240,Both,No
1,36,Taracumbi,Annual,Cneso,Eucalypt,178,214.6,1,1.5,0.250719401,40,10,No,230,Basal,No
2,2242,Shark Bay C,Annual,Pcare,Pantropical,159,215.4,2.3,2.6,0.353288355,9,6,No,1000,Basal,No
2,2226,Shark Bay C,Annual,Alate,Acacia,458,525.1,4,4.2,0.097786421,6,24,Yes,300,None,No
1,683,Taracumbi,Annual,Emini,Eucalypt,152.4,217.4,1.5,1.4,0.296295573,5,20,No,380,Basal,No
2,2290,Shark Bay C,Annual,Alate,Acacia,124,218,NA,1.1,0.501113326,12.75,72.25,No,500,Basal,No
1,2228,Shark Bay C,Annual,Aexce,Pantropical,81.5,75,NA,NA,0.206529948,10,10,Yes,170,Epicormic,No
1,2229,Pikertaramoor,Annual,Gheli,Proteaceae,105,179.9,1.3,1.4,0.180029297,NA,NA,Yes,60,Basal,No
1,272,Imalu,Annual,Pcare,Pantropical,188,218.7,4.1,4.5,0.393707682,0,15,No,380,Both,No
1,2230,Pikertaramoor,Annual,Gheli,Proteaceae,369.7,385.9,2.3,3.6,0.362327474,NA,NA,Yes,150,None,No
2,36,Taracumbi,Annual,Cneso,Eucalypt,214.6,219,1.5,1.3,0.250719401,40,10,No,1200,Basal,No
2,2225,Shark Bay C,Annual,Aexce,Pantropical,145.5,221.2,1,1.5,0.227786458,12,8,No,400,Basal,No
1,250,Imalu,Annual,Emini,Eucalypt,109,223,1.4,1.5,0.23236255,2,18,No,160,Basal,No
2,2244,Shark Bay C,Annual,Aexce,Pantropical,14,223.2,NA,1.3,0.379046224,5,15,No,800,Basal,No
1,911,Pikertaramoor,Annual,Cneso,Eucalypt,159,224.9,1.1,1.1,0.435986328,NA,NA,No,170,Basal,No
2,2209,Shark Bay A,Annual,Gheli,Proteaceae,154.7,227,2.2,1.8,0.364007161,2.5,2.5,No,330,Basal,No
2,2234,Shark Bay A,Annual,Gheli,Proteaceae,110,151,1,1,0.52734375,0.9,0.1,Yes,0,None,No
1,2234,Shark Bay A,Annual,Gheli,Proteaceae,139.5,110,NA,1,0.52734375,0.9,0.1,Yes,120,Basal,No
1,2234,Shark Bay A,Annual,Gheli,Proteaceae,139.5,110,NA,1,0.52734375,0.9,0.1,Yes,120,Basal,No
2,931,Pikertaramoor,Annual,Cneso,Eucalypt,130,229,NA,1.5,0.306321615,NA,NA,No,1200,Basal,No
2,650,Shark Bay C,Annual,Pcare,Pantropical,246,230,4.6,5,0.390445964,10.5,24.5,No,600,Epicormic,No
2,2229,Pikertaramoor,Annual,Gheli,Proteaceae,179.9,231,1.4,2.3,0.180029297,NA,NA,No,1000,Both,No
2,2275,Shark Bay C,Annual,Gheli,Proteaceae,234.8,231.3,2.5,1.7,0.446600063,9,1,No,800,Basal,No
2,25A,Pikertaramoor,Annual,Etetr,Eucalypt,60,232,NA,1.8,0.350022848,NA,NA,No,1000,Basal,No
1,738,Taracumbi,Annual,Alate,Acacia,133.5,233.8,1,1.3,0.147919922,NA,NA,No,200,Basal,No
2,947,Shark Bay B,Annual,Tferd,Pantropical,211.2,234.1,2.5,3.1,0.41063151,12,3,No,300,Both,No
1,2238,Pikertaramoor,Annual,Gheli,Proteaceae,241,222,2.8,2.4,0.280361328,NA,NA,Yes,160,Epicormic,No
2,647,Imalu,Annual,Aexce,Pantropical,207,236.1,1.6,1.6,0.276559947,5,5,No,1500,Basal,No
2,292,Imalu,Annual,Echlo,Pantropical,180.3,237,2.6,2.7,0.443235677,6,9,No,700,Both,No
2,679,Taracumbi,Annual,Alate,Acacia,100,240.5,NA,1.5,0.168776042,18,42,No,600,Basal,No
1,2259,Shark Bay C,Annual,Pcare,Pantropical,256,241.3,3.8,3.8,0.235874757,3.5,31.5,No,450,None,No
1,597,Imalu,Annual,Alate,Acacia,157.6,241.8,1.4,1.7,0.391334635,5,15,No,180,Basal,No
2,634,Shark Bay C,Annual,Gheli,Proteaceae,233.5,243,2.1,2.2,0.196179237,6,14,No,1200,Basal,No
1,2278,Shark Bay C,Annual,Alate,Acacia,135,243,NA,1.6,0.450885417,5,5,No,215,Basal,No
2,2243,Shark Bay A,Annual,Gheli,Proteaceae,84,208,NA,1.2,0.427438151,3.25,1.75,Yes,0,None,No
1,2243,Shark Bay A,Annual,Gheli,Proteaceae,123,84,1.3,NA,0.427438151,3.25,1.75,Yes,140,Basal,No
1,2243,Shark Bay A,Annual,Gheli,Proteaceae,123,84,1.3,NA,0.427438151,3.25,1.75,Yes,140,Basal,No
1,2244,Shark Bay C,Annual,Aexce,Pantropical,184.5,14,1,NA,0.379046224,5,15,Yes,170,Basal,No
1,2244,Shark Bay C,Annual,Aexce,Pantropical,184.5,14,1,NA,0.379046224,5,15,Yes,170,Basal,No
1,650,Shark Bay C,Annual,Pcare,Pantropical,259.3,246,4.5,4.6,0.390445964,10.5,24.5,No,510,None,No
1,637,Imalu,Annual,Gheli,Proteaceae,183.6,248.1,1.9,2.6,0.405992839,12,8,No,190,Epicormic,No
1,688,Taracumbi,Annual,Etetr,Eucalypt,257.7,250.2,2.3,2.1,0.287786458,27.5,22.5,No,380,None,No
2,781,Shark Bay B,Annual,Aexce,Pantropical,93,252.5,NA,1.2,0.370830078,42.5,42.5,No,350,Basal,No
2,953,Shark Bay B,Annual,Etetr,Eucalypt,250.4,253,2.9,3.1,0.128262718,7,3,No,600,Both,No
